utt_id,spk_id,text,duration,audio_path,original_path
ac47dbd7e7,24945,434 आयात,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ac47dbd7e7.wav,filtered_audio\24945\ac47dbd7e7.flac
3175af80c5,24945,4 सय 31,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\3175af80c5.wav,filtered_audio\24945\3175af80c5.flac
cf30a82b67,24945,66 मिटर बागे,3.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\cf30a82b67.wav,filtered_audio\24945\cf30a82b67.flac
2980bec00e,24945,अङ्ग मानिएको छ,3.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2980bec00e.wav,filtered_audio\24945\2980bec00e.flac
84bd588e05,24945,अङ्ग्रेजी महिनाको आधा,4.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\84bd588e05.wav,filtered_audio\24945\84bd588e05.flac
8fb40afca2,24945,अत दुईको सङ्ख्याका,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\8fb40afca2.wav,filtered_audio\24945\8fb40afca2.flac
e7c3b94a58,24945,अधिकांश रूपमा,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e7c3b94a58.wav,filtered_audio\24945\e7c3b94a58.flac
b8913cb694,24945,अधिकांश हिमाली र पूर्वी पहाडका जिल्लामा जनसङ्ख्या घटेको र तराईका बढेको पाइएको छ।,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b8913cb694.wav,filtered_audio\24945\b8913cb694.flac
f8ed0eac78,24945,अध्यन गर्दछन्,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f8ed0eac78.wav,filtered_audio\24945\f8ed0eac78.flac
4bfdf118ca,24945,अनलाइनमार्फत प्राप्त गर्न,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\4bfdf118ca.wav,filtered_audio\24945\4bfdf118ca.flac
feaa0d9a2f,24945,अनि ईश्वर पाउँछौ,3.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\feaa0d9a2f.wav,filtered_audio\24945\feaa0d9a2f.flac
62710cc690,24945,अनि के हामी,2.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\62710cc690.wav,filtered_audio\24945\62710cc690.flac
13d3033798,24945,अनिश गिरी हल्यान्डमा,3.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\13d3033798.wav,filtered_audio\24945\13d3033798.flac
34af79d930,24945,अनुमान लगाइएको थियो,3.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\34af79d930.wav,filtered_audio\24945\34af79d930.flac
0edabe5707,24945,अन्तत 16 जनवरी,3.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\0edabe5707.wav,filtered_audio\24945\0edabe5707.flac
a8d8f9a448,24945,अन्तरवस्तुमा नै,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\a8d8f9a448.wav,filtered_audio\24945\a8d8f9a448.flac
21f3fc9408,24945,अन्तर्राष्ट्रिय महिला दिवस,3.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\21f3fc9408.wav,filtered_audio\24945\21f3fc9408.flac
648e86344a,24945,अन्य अत्यावश्यक समय,4.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\648e86344a.wav,filtered_audio\24945\648e86344a.flac
5ce5ad4703,24945,अन्य गाविसको तुलनामा,3.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5ce5ad4703.wav,filtered_audio\24945\5ce5ad4703.flac
bd73c999d1,24945,अभियान निकै चर्कियो,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\bd73c999d1.wav,filtered_audio\24945\bd73c999d1.flac
c550f29195,24945,अमेरिका जर्मनी आदि,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\c550f29195.wav,filtered_audio\24945\c550f29195.flac
ad59ea18cc,24945,अमेरिका पुगेका शेर्पा,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ad59ea18cc.wav,filtered_audio\24945\ad59ea18cc.flac
8505f90f84,24945,अरू दिन बिहान,2.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\8505f90f84.wav,filtered_audio\24945\8505f90f84.flac
0003991b47,24945,अर्को भाषामा लेखिएको छ,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\0003991b47.wav,filtered_audio\24945\0003991b47.flac
4cbfc47561,24945,अर्को सुझाव दिन्छु,2.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\4cbfc47561.wav,filtered_audio\24945\4cbfc47561.flac
f6ba8bd6df,24945,अलग नहेर्नुहोस्,3.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f6ba8bd6df.wav,filtered_audio\24945\f6ba8bd6df.flac
b7617328cd,24945,अशोकको रूखलाई पूर्वाषाढा,4.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b7617328cd.wav,filtered_audio\24945\b7617328cd.flac
5f2f8d02ea,24945,असमको मानस राष्ट्रिय,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5f2f8d02ea.wav,filtered_audio\24945\5f2f8d02ea.flac
feb2594778,24945,अस्ट्रेलिया र संयुक्त,3.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\feb2594778.wav,filtered_audio\24945\feb2594778.flac
d88312bcbd,24945,अस्तिनैदेखि गर्न,4.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\d88312bcbd.wav,filtered_audio\24945\d88312bcbd.flac
7d63f79a93,24945,आइट्युन्स साउन्डट्र्याकमा,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7d63f79a93.wav,filtered_audio\24945\7d63f79a93.flac
f38476bbb7,24945,आउँदा दिनहरूमा सम्पूर्ण,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f38476bbb7.wav,filtered_audio\24945\f38476bbb7.flac
af71bfdad1,24945,आकार कम्पेक्ट डिस्क,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\af71bfdad1.wav,filtered_audio\24945\af71bfdad1.flac
891af35712,24945,आकास प्रायः खुला,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\891af35712.wav,filtered_audio\24945\891af35712.flac
b169311e84,24945,आगरा मण्डल भारतको,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b169311e84.wav,filtered_audio\24945\b169311e84.flac
7413e85b7c,24945,आगोको ठाउँ वास्तविक,3.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7413e85b7c.wav,filtered_audio\24945\7413e85b7c.flac
3bf3771105,24945,आग्रह गर्नु भएको,2.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\3bf3771105.wav,filtered_audio\24945\3bf3771105.flac
497f3c6a71,24945,आचार्यले सङ्घबाट मात्रै,3.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\497f3c6a71.wav,filtered_audio\24945\497f3c6a71.flac
8357a7c258,24945,आजकल समाजसेवा,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\8357a7c258.wav,filtered_audio\24945\8357a7c258.flac
887c7dde01,24945,आजको देश नेपाल,2.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\887c7dde01.wav,filtered_audio\24945\887c7dde01.flac
8d6a41ae8f,24945,आदि उपायहरुसँग नै,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\8d6a41ae8f.wav,filtered_audio\24945\8d6a41ae8f.flac
e426c7c33d,24945,आधारमा तय गरिन्छ,4.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e426c7c33d.wav,filtered_audio\24945\e426c7c33d.flac
0d779e2b50,24945,आनुवंशिक पदार्थमा उत्पन्न,4.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\0d779e2b50.wav,filtered_audio\24945\0d779e2b50.flac
64315e1f73,24945,आन्दोलनलार्इ खास उचाइमा,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\64315e1f73.wav,filtered_audio\24945\64315e1f73.flac
732ab09e1f,24945,आफूलाई सुम्पिएको,3.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\732ab09e1f.wav,filtered_audio\24945\732ab09e1f.flac
2b031c8df6,24945,आफ्ना व्यक्तिगत कुनै,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2b031c8df6.wav,filtered_audio\24945\2b031c8df6.flac
7c41ccddee,24945,आफ्नो आदर्शवादी कविता,4.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7c41ccddee.wav,filtered_audio\24945\7c41ccddee.flac
d506c483bb,24945,आफ्नो आदर्शवादी कविता,3.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\d506c483bb.wav,filtered_audio\24945\d506c483bb.flac
f40f498e4a,24945,आफ्नो घर घरवरिपरिको,3.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f40f498e4a.wav,filtered_audio\24945\f40f498e4a.flac
b3d99c09af,24945,आफ्नो लक्ष्यलाई प्राप्त,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b3d99c09af.wav,filtered_audio\24945\b3d99c09af.flac
a7b455e5c8,24945,आर्थिक भूविज्ञान खनन,4.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\a7b455e5c8.wav,filtered_audio\24945\a7b455e5c8.flac
17c8688284,24945,आवश्यक पर्ने भएकाले,2.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\17c8688284.wav,filtered_audio\24945\17c8688284.flac
d0a2dc9170,24945,इच्छुक हुन्छ,2.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\d0a2dc9170.wav,filtered_audio\24945\d0a2dc9170.flac
16d8ef4eda,24945,इजाजत प्राप्त भएको,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\16d8ef4eda.wav,filtered_audio\24945\16d8ef4eda.flac
abfe6ba100,24945,इन्तिजार गरेर बसिरहिन्,4.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\abfe6ba100.wav,filtered_audio\24945\abfe6ba100.flac
d284bfba67,24945,इलाम जिल्लाको बरफल्याङमा,4.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\d284bfba67.wav,filtered_audio\24945\d284bfba67.flac
faf3f274f7,24945,उग्र रोग लागेका,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\faf3f274f7.wav,filtered_audio\24945\faf3f274f7.flac
9ff9641a8f,24945,उछिन्दै यसले,2.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\9ff9641a8f.wav,filtered_audio\24945\9ff9641a8f.flac
bec615045d,24945,उत्तरी भेगमा पर्ने,3.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\bec615045d.wav,filtered_audio\24945\bec615045d.flac
c67bc65edd,24945,उत्तिकै ख्याल गर्छन्,3.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\c67bc65edd.wav,filtered_audio\24945\c67bc65edd.flac
925d7970fe,24945,उद्देश्यले विगत,3.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\925d7970fe.wav,filtered_audio\24945\925d7970fe.flac
e4ae6c8021,24945,उद्धव दूत तथा,3.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e4ae6c8021.wav,filtered_audio\24945\e4ae6c8021.flac
c256719689,24945,उनका दुई चलचित्रहरू,3.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\c256719689.wav,filtered_audio\24945\c256719689.flac
2541d922d2,24945,उनका पात्रहरू जति,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2541d922d2.wav,filtered_audio\24945\2541d922d2.flac
79bd12a60e,24945,उनका बुबा,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\79bd12a60e.wav,filtered_audio\24945\79bd12a60e.flac
c8b869950e,24945,उनका साथ,2.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\c8b869950e.wav,filtered_audio\24945\c8b869950e.flac
dc1098bb8d,24945,उनकै नेतृत्वमा,2.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\dc1098bb8d.wav,filtered_audio\24945\dc1098bb8d.flac
9938919b9e,24945,उनको झ्यालबाट 2006,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\9938919b9e.wav,filtered_audio\24945\9938919b9e.flac
ab6b90d55d,24945,उनको नाटक लक्ष्मीपूजा,3.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ab6b90d55d.wav,filtered_audio\24945\ab6b90d55d.flac
a129112ca8,24945,उनको हँसाउने पारा,3.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\a129112ca8.wav,filtered_audio\24945\a129112ca8.flac
bf15634607,24945,उनलाई त्यहीँ,2.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\bf15634607.wav,filtered_audio\24945\bf15634607.flac
9f1ee043e9,24945,उनलाई नचिन्नु,2.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\9f1ee043e9.wav,filtered_audio\24945\9f1ee043e9.flac
a35ed87a32,24945,उनले गरिमा मासिकको,5.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\a35ed87a32.wav,filtered_audio\24945\a35ed87a32.flac
c764edefbc,24945,उनले छातीमा,2.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\c764edefbc.wav,filtered_audio\24945\c764edefbc.flac
d46a17fde6,24945,उनले भारतकै कोलकाताबाट,3.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\d46a17fde6.wav,filtered_audio\24945\d46a17fde6.flac
de040c4857,24945,उनले रानीलाई प्राप्त गर्नका लागि उनको राज्यमा आक्रमण पनि गरे।,6.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\de040c4857.wav,filtered_audio\24945\de040c4857.flac
edf19e54ca,24945,उनी छँदै थिए,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\edf19e54ca.wav,filtered_audio\24945\edf19e54ca.flac
e84d149646,24945,उनी प्रख्यत सोफोत्वरे,4.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e84d149646.wav,filtered_audio\24945\e84d149646.flac
5562d0e2ca,24945,उनीहरू आध्यात्मिक तथा,5.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5562d0e2ca.wav,filtered_audio\24945\5562d0e2ca.flac
bfa3090d1b,24945,उन्नाव भारतका सहरहरू,3.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\bfa3090d1b.wav,filtered_audio\24945\bfa3090d1b.flac
c19923dbf3,24945,उपत्यकाको केन्द्र,2.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\c19923dbf3.wav,filtered_audio\24945\c19923dbf3.flac
7fad48acff,24945,उपलक्ष्यमा ब्यारिमोर उनको,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7fad48acff.wav,filtered_audio\24945\7fad48acff.flac
16bfb0bdec,24945,उपस्थिति हुनसक्छ,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\16bfb0bdec.wav,filtered_audio\24945\16bfb0bdec.flac
7ba7d64c95,24945,उमेरमै असामयिक,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7ba7d64c95.wav,filtered_audio\24945\7ba7d64c95.flac
5a46cf5ef4,24945,उहाँ 2056 देखि,4.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5a46cf5ef4.wav,filtered_audio\24945\5a46cf5ef4.flac
5b5bb1c995,24945,उहाँका पिता बिर्खबहादुर,3.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5b5bb1c995.wav,filtered_audio\24945\5b5bb1c995.flac
a9b67f5129,24945,उहाँकी श्रीमती योगमाया,4.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\a9b67f5129.wav,filtered_audio\24945\a9b67f5129.flac
0a7552bdfe,24945,उहाँको बाल्यकाल,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\0a7552bdfe.wav,filtered_audio\24945\0a7552bdfe.flac
9d2f692540,24945,एकअन्तर्गत 11 वडामा,4.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\9d2f692540.wav,filtered_audio\24945\9d2f692540.flac
be6827a58b,24945,एक अमेरिकी चलचित्र,2.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\be6827a58b.wav,filtered_audio\24945\be6827a58b.flac
6552b10cfb,24945,एक गौतम ऋषि हुन्,4.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\6552b10cfb.wav,filtered_audio\24945\6552b10cfb.flac
24933a598d,24945,एक टोकरीमा,2.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\24933a598d.wav,filtered_audio\24945\24933a598d.flac
e946cf7dc1,24945,एक भायोलिन वादक,4.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e946cf7dc1.wav,filtered_audio\24945\e946cf7dc1.flac
7bff8bbc2e,24945,एकमत भएको देखिन्छ,3.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7bff8bbc2e.wav,filtered_audio\24945\7bff8bbc2e.flac
7441d19df8,24945,एक सानो झुण्ड हो,2.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7441d19df8.wav,filtered_audio\24945\7441d19df8.flac
eb7575747e,24945,एकादशीमा पूजा गरिन्छ,5.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\eb7575747e.wav,filtered_audio\24945\eb7575747e.flac
ec21e80699,24945,एमा स्वान को भूमिकाको,6.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ec21e80699.wav,filtered_audio\24945\ec21e80699.flac
528080c547,24945,ओशो रजनीश,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\528080c547.wav,filtered_audio\24945\528080c547.flac
e0e3579a06,24945,कम गर्ने प्रभावकारी,3.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e0e3579a06.wav,filtered_audio\24945\e0e3579a06.flac
9a7e52142a,24945,कमन लबाट लिइएको,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\9a7e52142a.wav,filtered_audio\24945\9a7e52142a.flac
d6ae29271b,24945,कमला नै हो,3.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\d6ae29271b.wav,filtered_audio\24945\d6ae29271b.flac
82c9d2734f,24945,कम्प्युटर बीजगणित प्रक्रिया,3.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\82c9d2734f.wav,filtered_audio\24945\82c9d2734f.flac
3f5c48254b,24945,कर्णसेन भागेर,3.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\3f5c48254b.wav,filtered_audio\24945\3f5c48254b.flac
79c138e096,24945,कर्णाली अञ्चल,2.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\79c138e096.wav,filtered_audio\24945\79c138e096.flac
b41ccb906e,24945,कलेज सर्लाही जिल्लाको,3.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b41ccb906e.wav,filtered_audio\24945\b41ccb906e.flac
cbd8f766ff,24945,कल्पनाको प्रयोगले यस्ता,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\cbd8f766ff.wav,filtered_audio\24945\cbd8f766ff.flac
e811eb0431,24945,कवोल र प्राप्तिपछि,4.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e811eb0431.wav,filtered_audio\24945\e811eb0431.flac
9a154b2f9a,24945,कसैले बुझ्ने भाषामा,2.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\9a154b2f9a.wav,filtered_audio\24945\9a154b2f9a.flac
90495af9bf,24945,कागजमा छाप्न सकिन्थ्यो,3.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\90495af9bf.wav,filtered_audio\24945\90495af9bf.flac
a1bd670c27,24945,कागलाई संस्कृतमा,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\a1bd670c27.wav,filtered_audio\24945\a1bd670c27.flac
f3f8b558c2,24945,काङ्ग्रेस नेता,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f3f8b558c2.wav,filtered_audio\24945\f3f8b558c2.flac
3d08d53c03,24945,कान्छा राष्ट्रप्रमुख थिए,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\3d08d53c03.wav,filtered_audio\24945\3d08d53c03.flac
e606005824,24945,काम गर्यो ताकि,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e606005824.wav,filtered_audio\24945\e606005824.flac
3e08b3605a,24945,काम सुन्ने र,3.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\3e08b3605a.wav,filtered_audio\24945\3e08b3605a.flac
7d3f3a4660,24945,कामी बुढालाई नजिकबाट,3.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7d3f3a4660.wav,filtered_audio\24945\7d3f3a4660.flac
5d5a4a8a4d,24945,कारणबाट मर्छन्,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5d5a4a8a4d.wav,filtered_audio\24945\5d5a4a8a4d.flac
ebb48fb90d,24945,कारण हुन्छन्।,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ebb48fb90d.wav,filtered_audio\24945\ebb48fb90d.flac
