utt_id,spk_id,text,duration,audio_path,original_path
29a39a8638,76dab,ग्लुकोज प्लाज्मा रक्त,4.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\29a39a8638.wav,filtered_audio\76dab\29a39a8638.flac
09722bb6f0,73b5e,ल्याए जस्तो लाग्यो,4.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\09722bb6f0.wav,filtered_audio\73b5e\09722bb6f0.flac
0ac1d7cf91,6a6d1,रहेको छ चेर,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\0ac1d7cf91.wav,filtered_audio\6a6d1\0ac1d7cf91.flac
672e386934,6a6d1,हुने भएकाले यहाँ,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\672e386934.wav,filtered_audio\6a6d1\672e386934.flac
68b4feab37,90bdd,शिलालेखमा दुल्लुको ऐतिहासिक,4.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\68b4feab37.wav,filtered_audio\90bdd\68b4feab37.flac
bc3e9dd6f9,ceb25,किन्दैनथे मालका लागि,5.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\bc3e9dd6f9.wav,filtered_audio\ceb25\bc3e9dd6f9.flac
b928809693,90bdd,नितम्ब सम्मको भाग हो,4.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b928809693.wav,filtered_audio\90bdd\b928809693.flac
ba1defcb71,ceb25,भए एक दिन,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ba1defcb71.wav,filtered_audio\ceb25\ba1defcb71.flac
aba398f7ce,8efbc,नेपालको राष्ट्रिय झण्डामा त्यहि मान्यता कायम भएको हो।,6.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\aba398f7ce.wav,filtered_audio\8efbc\aba398f7ce.flac
60677ee67f,6a6d1,पृष्ठको सम्पादन इतिहासमा,4.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\60677ee67f.wav,filtered_audio\6a6d1\60677ee67f.flac
88158eb263,6a6d1,जसमध्ये सगरमाथा मि,2.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\88158eb263.wav,filtered_audio\6a6d1\88158eb263.flac
f34a520ee4,b77af,बैशाख 29 गतेदेखि,5.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f34a520ee4.wav,filtered_audio\b77af\f34a520ee4.flac
442fcbf604,b7116,यस संस्थाको,3.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\442fcbf604.wav,filtered_audio\b7116\442fcbf604.flac
682cd6e906,55c0f,साइडबारमा जोड दिनुहोस्,4.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\682cd6e906.wav,filtered_audio\55c0f\682cd6e906.flac
7d66420b3f,b7116,भएको छैन,3.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7d66420b3f.wav,filtered_audio\b7116\7d66420b3f.flac
dd19c60978,90bdd,मध्येको एउटा सहर,3.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\dd19c60978.wav,filtered_audio\90bdd\dd19c60978.flac
f152cf006e,c7f90,वटा 12 पाउन्डका,5.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f152cf006e.wav,filtered_audio\c7f90\f152cf006e.flac
116729300d,90bdd,पक्षमा नै ध्यान,4.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\116729300d.wav,filtered_audio\90bdd\116729300d.flac
844cc73a66,c7f90,नेपालको राष्ट्रिय,5.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\844cc73a66.wav,filtered_audio\c7f90\844cc73a66.flac
32fa107944,b77af,केन्द्रमा थियो जसका,6.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\32fa107944.wav,filtered_audio\b77af\32fa107944.flac
c8b7ceec6c,f7175,तिक्तताहरुलाई पछाडि छोड्न,6.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\c8b7ceec6c.wav,filtered_audio\f7175\c8b7ceec6c.flac
21fdfb18e5,f7175,उनको क्लियरेन्डन विधानले राजा र चर्चको सम्बन्ध निर्धारण गर्यो।,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\21fdfb18e5.wav,filtered_audio\f7175\21fdfb18e5.flac
bee1f8ee45,73b5e,उमेरमा फुलेकोले उनलाई,6.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\bee1f8ee45.wav,filtered_audio\73b5e\bee1f8ee45.flac
2aa539e657,b77af,इन्द्र प्रधानद्वारा भएको छ,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2aa539e657.wav,filtered_audio\b77af\2aa539e657.flac
7e128ed3bb,c7f90,यो चारवटै बाहिरतर्फ,5.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7e128ed3bb.wav,filtered_audio\c7f90\7e128ed3bb.flac
1bcac1a380,90bdd,पत्रिकाले 2044 फागुनमा,4.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\1bcac1a380.wav,filtered_audio\90bdd\1bcac1a380.flac
2fc108c5f1,8efbc,सम्पदाहरूको महत्त्व,4.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2fc108c5f1.wav,filtered_audio\8efbc\2fc108c5f1.flac
f2f70c966c,73b5e,सम्बन्धित निकायको ध्यान,5.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f2f70c966c.wav,filtered_audio\73b5e\f2f70c966c.flac
4467b2f440,6a6d1,विकि पेज बनाउन,3.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\4467b2f440.wav,filtered_audio\6a6d1\4467b2f440.flac
ffa62a9076,90bdd,यो अकबर द्वारा,3.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ffa62a9076.wav,filtered_audio\90bdd\ffa62a9076.flac
f1f728877a,73b5e,33 सालको विपीको,5.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f1f728877a.wav,filtered_audio\73b5e\f1f728877a.flac
55f0a2ff37,90bdd,तथा अहमद शाह,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\55f0a2ff37.wav,filtered_audio\90bdd\55f0a2ff37.flac
d29e82ae90,ceb25,यकिन गर्नेछ,5.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\d29e82ae90.wav,filtered_audio\ceb25\d29e82ae90.flac
7a4881a934,8efbc,र व्यावसायिक विमानचालकको प्रमाणपत्रको,5.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7a4881a934.wav,filtered_audio\8efbc\7a4881a934.flac
2e7cf19bd8,76dab,एक हजारभन्दा बढी,5.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2e7cf19bd8.wav,filtered_audio\76dab\2e7cf19bd8.flac
fa6a76febd,73b5e,नेतृत्व गरौं,3.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\fa6a76febd.wav,filtered_audio\73b5e\fa6a76febd.flac
85c1ac7987,6a6d1,फालिरहेको देख्दा कवीर,5.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\85c1ac7987.wav,filtered_audio\6a6d1\85c1ac7987.flac
b5b4d2bfe2,b77af,मूल्य प्रणाली र उत्तरोत्तर,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b5b4d2bfe2.wav,filtered_audio\b77af\b5b4d2bfe2.flac
74cfb0739e,76dab,सत्य तथ्य प्रमाण,4.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\74cfb0739e.wav,filtered_audio\76dab\74cfb0739e.flac
128f6ec31b,f4b4a,साथीहरूलाई आग्रह गर्दछु,4.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\128f6ec31b.wav,filtered_audio\f4b4a\128f6ec31b.flac
ad6bb71e42,6a6d1,खेलाडी बनाए जसले,2.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ad6bb71e42.wav,filtered_audio\6a6d1\ad6bb71e42.flac
7bd9ecb98d,90bdd,पृथ्वीनारायण शाह नेपालभित्रको,3.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7bd9ecb98d.wav,filtered_audio\90bdd\7bd9ecb98d.flac
7ea4322b3d,f4b4a,अब उनले मिस,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7ea4322b3d.wav,filtered_audio\f4b4a\7ea4322b3d.flac
ee32d36999,9f669,ओमानका लागि,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ee32d36999.wav,filtered_audio\9f669\ee32d36999.flac
cf205c51b4,55c0f,परशुरामले तुरन्त पिताको,4.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\cf205c51b4.wav,filtered_audio\55c0f\cf205c51b4.flac
2f73191ca6,55c0f,2036 मा तत्कालीन,4.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2f73191ca6.wav,filtered_audio\55c0f\2f73191ca6.flac
1a1101677a,b7116,श्रुति शास्त्रको,4.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\1a1101677a.wav,filtered_audio\b7116\1a1101677a.flac
f05533185d,6a6d1,पाछा विभाजन,3.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f05533185d.wav,filtered_audio\6a6d1\f05533185d.flac
022d7ee95e,c7f90,शाखाहरूमा विभक्त रहन्छ,5.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\022d7ee95e.wav,filtered_audio\c7f90\022d7ee95e.flac
66ac80f5d7,76dab,115 मिनेटभन्दा,4.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\66ac80f5d7.wav,filtered_audio\76dab\66ac80f5d7.flac
193e240086,73d74,गवर्नर जनरललाई,4.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\193e240086.wav,filtered_audio\73d74\193e240086.flac
39085ae595,55c0f,प्रकार छन् संस्थागत,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\39085ae595.wav,filtered_audio\55c0f\39085ae595.flac
9531478b29,f7175,लज्जित भएका राजा,4.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\9531478b29.wav,filtered_audio\f7175\9531478b29.flac
5f5fb8f0f1,b7116,युवा भोजपुरका पुराना,4.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5f5fb8f0f1.wav,filtered_audio\b7116\5f5fb8f0f1.flac
a32583f282,9f669,गाइघाट त्रियुगा जोडने,5.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\a32583f282.wav,filtered_audio\9f669\a32583f282.flac
8bafb7b868,ceb25,बहस जारी छ,3.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\8bafb7b868.wav,filtered_audio\ceb25\8bafb7b868.flac
ce55ce43f8,90bdd,उहाँलाई खुसी पारी,2.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ce55ce43f8.wav,filtered_audio\90bdd\ce55ce43f8.flac
5785205cc6,ceb25,राम्ररी आएका छैनन्,5.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5785205cc6.wav,filtered_audio\ceb25\5785205cc6.flac
984ad5571e,6a6d1,भारतीय प्रसिद्ध लेखक,3.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\984ad5571e.wav,filtered_audio\6a6d1\984ad5571e.flac
d55d7c2cf4,f7175,अर्जेन्टिनी प्रकाशक एडोसोयोन्स,5.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\d55d7c2cf4.wav,filtered_audio\f7175\d55d7c2cf4.flac
24dd7d1151,8efbc,रेकर्ड गराएका थिए।,4.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\24dd7d1151.wav,filtered_audio\8efbc\24dd7d1151.flac
ff54da51f4,90bdd,उसलाई यो धेरैबाट,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ff54da51f4.wav,filtered_audio\90bdd\ff54da51f4.flac
7c309a3161,55c0f,तयार गरिन्छ,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7c309a3161.wav,filtered_audio\55c0f\7c309a3161.flac
d2ec3dc228,73b5e,आजको दिनसम्म,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\d2ec3dc228.wav,filtered_audio\73b5e\d2ec3dc228.flac
a4484be2a7,ceb25,उन्मुक्त स्वतन्त्रताले,6.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\a4484be2a7.wav,filtered_audio\ceb25\a4484be2a7.flac
b69771769e,90bdd,अनि पहिलो कृतिबाटै,2.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b69771769e.wav,filtered_audio\90bdd\b69771769e.flac
fb51613c75,f4b4a,जोडेर बनाइएको यो दृश्य,4.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\fb51613c75.wav,filtered_audio\f4b4a\fb51613c75.flac
2b9e38b535,76dab,नै व्यवहारमा,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2b9e38b535.wav,filtered_audio\76dab\2b9e38b535.flac
f4ac32750e,55c0f,नाम सच्याउनको लागी,3.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\f4ac32750e.wav,filtered_audio\55c0f\f4ac32750e.flac
2a9d1ceafd,f7175,आयोजन गरिन्छ,4.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2a9d1ceafd.wav,filtered_audio\f7175\2a9d1ceafd.flac
85062ff62b,b7116,हुनु यस्ता निबन्धको,4.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\85062ff62b.wav,filtered_audio\b7116\85062ff62b.flac
92c3e6a020,55c0f,अर्थ लाग्छ,3.1,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\92c3e6a020.wav,filtered_audio\55c0f\92c3e6a020.flac
e323b889f7,8efbc,गल्तीहरूको दोष निवारण,5.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e323b889f7.wav,filtered_audio\8efbc\e323b889f7.flac
46332d60b3,73d74,समेटेको देखिन्छ,4.2,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\46332d60b3.wav,filtered_audio\73d74\46332d60b3.flac
8b14df5260,c7f90,नेकपा मसालमा आबद्ध,5.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\8b14df5260.wav,filtered_audio\c7f90\8b14df5260.flac
5cdc6282b5,ceb25,नेपाल र नेपालीहरूको लागि जनहिताय र जनसुखी नीतिको पालन गर्नु।,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5cdc6282b5.wav,filtered_audio\ceb25\5cdc6282b5.flac
3144e8cc8c,b77af,उनको जन्म ब्राजिलको,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\3144e8cc8c.wav,filtered_audio\b77af\3144e8cc8c.flac
ea85c01854,8efbc,वुड्स र टेनिस,4.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ea85c01854.wav,filtered_audio\8efbc\ea85c01854.flac
c9f298ee06,c7f90,जापानको कुसु,4.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\c9f298ee06.wav,filtered_audio\c7f90\c9f298ee06.flac
84c7965802,76dab,कुनै परिवर्तन,4.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\84c7965802.wav,filtered_audio\76dab\84c7965802.flac
949afac1a4,76dab,वर्णन हो भन्ने ठान्छन्,4.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\949afac1a4.wav,filtered_audio\76dab\949afac1a4.flac
3916584777,8efbc,श्रावकले त्याग्दछ,4.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\3916584777.wav,filtered_audio\8efbc\3916584777.flac
205291bc51,f4b4a,वातावरणबाट लिइएको छविहरूका,4.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\205291bc51.wav,filtered_audio\f4b4a\205291bc51.flac
7a166906fe,c7f90,अनुसार ईश्वर,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\7a166906fe.wav,filtered_audio\c7f90\7a166906fe.flac
14d4c47edd,8efbc,10 जुन 1985,4.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\14d4c47edd.wav,filtered_audio\8efbc\14d4c47edd.flac
c638d19f9d,73b5e,डाटा पठाउने स्टेसनले,5.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\c638d19f9d.wav,filtered_audio\73b5e\c638d19f9d.flac
54ed37eef1,73b5e,पेरियार मनिअम्मई विश्वविद्यालय,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\54ed37eef1.wav,filtered_audio\73b5e\54ed37eef1.flac
6b478e5038,55c0f,साझेदारीले गर्दा नै पनि,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\6b478e5038.wav,filtered_audio\55c0f\6b478e5038.flac
8d85f6f638,90bdd,डाक्टरको भनाइ उद्धृत,3.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\8d85f6f638.wav,filtered_audio\90bdd\8d85f6f638.flac
ec3bf9b50f,f4b4a,गर्नाले मनुष्यका सम्पूर्ण,3.9,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ec3bf9b50f.wav,filtered_audio\f4b4a\ec3bf9b50f.flac
a34d8841d7,f7175,लिच्छवि मानेका छन्,4.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\a34d8841d7.wav,filtered_audio\f7175\a34d8841d7.flac
01e5324865,90bdd,साल तिर स्थानीय,3.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\01e5324865.wav,filtered_audio\90bdd\01e5324865.flac
0ab4c87ebc,f7175,घुस दिएर अथवा,4.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\0ab4c87ebc.wav,filtered_audio\f7175\0ab4c87ebc.flac
ac04272755,90bdd,असार महिनाको शुक्लपक्षको एकादशीलाई नै देवशयनी वा हरिशयनी एकादशी भन्ने गरिन्छ।,7.0,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\ac04272755.wav,filtered_audio\90bdd\ac04272755.flac
e1e9bbedbd,76dab,आएको उत्तरी बाटो,4.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\e1e9bbedbd.wav,filtered_audio\76dab\e1e9bbedbd.flac
704c6dc223,55c0f,यो नेपालसँग भारतको,3.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\704c6dc223.wav,filtered_audio\55c0f\704c6dc223.flac
96b6c79b22,73b5e,बधाई छ,3.7,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\96b6c79b22.wav,filtered_audio\73b5e\96b6c79b22.flac
5b122b0767,90bdd,यो झापा जिल्लामा पर्छ,3.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\5b122b0767.wav,filtered_audio\90bdd\5b122b0767.flac
42594fa66d,73b5e,सुनपानी खुवाइन्छ,5.8,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\42594fa66d.wav,filtered_audio\73b5e\42594fa66d.flac
547594802e,73d74,स्थानीय जाली फटाहा,4.6,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\547594802e.wav,filtered_audio\73d74\547594802e.flac
b5d011b37f,76dab,सिद्धेश्वर महादेवको नामबाट,5.5,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b5d011b37f.wav,filtered_audio\76dab\b5d011b37f.flac
2d5daecb37,90bdd,रूपमा पनि प्रयोग गरिन्छ,3.3,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\2d5daecb37.wav,filtered_audio\90bdd\2d5daecb37.flac
b81c036a59,9f669,स्थिती राम्रो थियो,3.4,C:\Users\kriti\OneDrive\Pictures\nepali_tts\preprocessed_audio\wavs\b81c036a59.wav,filtered_audio\9f669\b81c036a59.flac
